product_code,1234,y,z
pt,25.0741,226.159,0
pt,25.0721,225.439,0
pt,25.0699,224.718,0
pt,25.0677,223.997,0
pt,25.0654,223.277,0
pt,25.0629,222.556,0
pt,25.0603,221.835,0
pt,25.0577,221.115,0
pt,25.0549,220.394,0
pt,25.0521,219.673,0
pt,25.0492,218.952,0
pt,25.0462,218.232,0
pt,25.0431,217.511,0
pt,25.0399,216.79,0
pt,25.0366,216.07,0
pt,25.0333,215.349,0
pt,25.03,214.628,0
pt,25.0265,213.908,0
pt,25.023,213.187,0
pt,25.0195,212.466,0
pt,25.0159,211.746,0
pt,25.0122,211.025,0
pt,25.0086,210.304,0
pt,25.0048,209.584,0
pt,25.0011,208.863,0
pt,24.9973,208.142,0
pt,24.9935,207.422,0
pt,24.9897,206.701,0
pt,24.9858,205.98,0
pt,24.9819,205.26,0
pt,24.9781,204.539,0
pt,24.9742,203.818,0
pt,24.9703,203.097,0
pt,24.9664,202.377,0
pt,24.9625,201.656,0
pt,24.9581,200.846,0
pt,24.9538,200.036,0
pt,24.9495,199.226,0
pt,24.9452,198.416,0
pt,24.9409,197.606,0
pt,24.9366,196.796,0
pt,24.9323,195.986,0
pt,24.9281,195.175,0
pt,24.9239,194.365,0
pt,24.9197,193.555,0
pt,24.9156,192.745,0
pt,24.9115,191.935,0
pt,24.9074,191.125,0
pt,24.9034,190.315,0
pt,24.8994,189.505,0
pt,24.8954,188.695,0
pt,24.8915,187.885,0
pt,24.8876,187.075,0
pt,24.8838,186.265,0
pt,24.8801,185.455,0
pt,24.8763,184.644,0
pt,24.8727,183.834,0
pt,24.8691,183.024,0
pt,24.8655,182.214,0
pt,24.862,181.404,0
pt,24.8586,180.594,0
pt,24.8552,179.784,0
pt,24.8519,178.974,0
pt,24.8487,178.164,0
pt,24.8455,177.354,0
pt,24.8425,176.544,0
pt,24.8394,175.734,0
pt,24.8365,174.924,0
pt,24.8337,174.113,0
pt,24.8309,173.303,0
pt,24.8282,172.493,0
pt,24.8256,171.683,0
pt,24.8231,170.873,0
pt,24.8206,170.063,0
pt,24.8183,169.253,0
pt,24.816,168.443,0
pt,24.8139,167.633,0
pt,24.8118,166.823,0
pt,24.8099,166.013,0
pt,24.808,165.203,0
pt,24.8063,164.393,0
pt,24.8046,163.583,0
pt,24.8031,162.772,0
pt,24.8016,161.962,0
pt,24.8003,161.152,0
pt,24.7991,160.342,0
pt,24.798,159.532,0
pt,24.7971,158.722,0
pt,24.7962,157.912,0
pt,24.7955,157.102,0
pt,24.7949,156.292,0
pt,24.7944,155.482,0
pt,24.7941,154.672,0
pt,24.7938,153.862,0
pt,24.7938,153.052,0
pt,24.7938,152.242,0
pt,24.794,151.431,0
pt,24.7943,150.621,0
pt,24.7948,149.811,0
pt,24.7954,149.001,0
pt,24.7962,148.191,0
pt,24.797,147.381,0
pt,24.7981,146.571,0
pt,24.7992,145.761,0
pt,24.8005,144.951,0
pt,24.8019,144.141,0
pt,24.8035,143.331,0
pt,24.8052,142.521,0
pt,24.807,141.711,0
pt,24.8089,140.901,0
pt,24.811,140.091,0
pt,24.8131,139.281,0
pt,24.8154,138.471,0
pt,24.8178,137.661,0
pt,24.8203,136.851,0
pt,24.8229,136.041,0
pt,24.8257,135.231,0
pt,24.8285,134.421,0
pt,24.8314,133.611,0
pt,24.8345,132.801,0
pt,24.8376,131.991,0
pt,24.8409,131.181,0
pt,24.8442,130.371,0
pt,24.8477,129.561,0
pt,24.8512,128.751,0
pt,24.8548,127.941,0
pt,24.8585,127.131,0
pt,24.8623,126.321,0
pt,24.8662,125.511,0
pt,24.8702,124.7,0
pt,24.8742,123.89,0
pt,24.8783,123.08,0
pt,24.8825,122.27,0
pt,24.8868,121.46,0
pt,24.8912,120.65,0
pt,24.8956,119.84,0
pt,24.9001,119.03,0
pt,24.9046,118.22,0
pt,24.9092,117.41,0
pt,24.9139,116.6,0
pt,24.9187,115.79,0
pt,24.9235,114.98,0
pt,24.9283,114.17,0
pt,24.9332,113.36,0
pt,24.9382,112.55,0
pt,24.9432,111.74,0
pt,24.9483,110.93,0
pt,24.9534,110.12,0
pt,24.9586,109.31,0
pt,24.9638,108.5,0
pt,24.969,107.69,0
pt,24.9743,106.88,0
pt,24.9796,106.07,0
pt,24.9849,105.26,0
pt,24.9903,104.45,0
pt,24.9957,103.64,0
pt,25.0012,102.83,0
pt,25.0067,102.02,0
pt,25.0122,101.21,0
pt,25.0177,100.4,0
pt,25.0232,99.5896,0
pt,25.0288,98.7796,0
pt,25.0343,97.9695,0
pt,25.0393,97.2489,0
pt,25.0443,96.5283,0
pt,25.0493,95.8077,0
pt,25.0543,95.087,0
pt,25.0592,94.3664,0
pt,25.0642,93.6458,0
pt,25.0692,92.9251,0
pt,25.0742,92.2045,0
pt,25.0791,91.4839,0
pt,25.084,90.7632,0
pt,25.0889,90.0426,0
pt,25.0938,89.322,0
pt,25.0986,88.6014,0
pt,25.1035,87.8807,0
pt,25.1082,87.1601,0
pt,25.113,86.4395,0
pt,25.1177,85.7188,0
pt,25.1223,84.9982,0
pt,25.1269,84.2776,0
pt,25.1315,83.5569,0
pt,25.1359,82.8363,0
pt,25.1404,82.1157,0
pt,25.1447,81.3951,0
pt,25.149,80.6744,0
pt,25.1533,79.9538,0
pt,25.1574,79.2332,0
pt,25.1615,78.5125,0
pt,25.1655,77.7919,0
pt,25.1694,77.0713,0
pt,25.1733,76.3507,0
pt,25.177,75.63,0
pt,25.1806,74.9094,0
pt,25.1842,74.1888,0
pt,25.1876,73.4681,0
pt,25.191,72.7475,0
pt,25.1942,72.0269,0
pt,25.1973,71.3063,0
pt,25.2004,70.5856,0
pt,25.2033,69.865,0
pt,25.206,69.1444,0
pt,25.2087,68.4237,0
pt,25.2112,67.7031,0
pt,25.2136,66.9825,0
pt,25.2158,66.2619,0
pt,25.218,65.5412,0
pt,25.2199,64.8206,0
pt,25.2218,64.1,0
pt,25.2234,63.3794,0
pt,25.225,62.6587,0
pt,25.2263,61.9381,0
pt,25.2276,61.2175,0
pt,25.2286,60.4969,0
pt,25.2295,59.7762,0
pt,25.2302,59.0556,0
pt,25.2308,58.335,0
pt,25.2312,57.6144,0
pt,25.2313,56.8938,0
pt,25.2314,56.1731,0
pt,25.2312,55.4525,0
pt,25.2308,54.7319,0
pt,25.2303,54.0113,0
pt,25.2295,53.2907,0
pt,25.2286,52.57,0
pt,25.2274,51.8494,0
pt,25.2259,51.0395,0
pt,25.2241,50.2295,0
pt,25.222,49.4195,0
pt,25.2197,48.6096,0
pt,25.2172,47.7996,0
pt,25.2144,46.9897,0
pt,25.2114,46.1797,0
pt,25.2081,45.3698,0
pt,25.2047,44.5598,0
pt,25.201,43.7499,0
pt,25.1971,42.9399,0
pt,25.1929,42.13,0
pt,25.1886,41.32,0
pt,25.184,40.5101,0
pt,25.1793,39.7001,0
pt,25.1743,38.8902,0
pt,25.1692,38.0802,0
pt,25.1638,37.2703,0
pt,25.1583,36.4604,0
pt,25.1526,35.6504,0
pt,25.1467,34.8405,0
pt,25.1406,34.0305,0
pt,25.1344,33.2206,0
pt,25.128,32.4106,0
pt,25.1214,31.6007,0
pt,25.1147,30.7907,0
pt,25.1078,29.9808,0
pt,25.1008,29.1709,0
pt,25.0936,28.3609,0
pt,25.0863,27.551,0
pt,25.0788,26.741,0
pt,25.0712,25.9311,0
pt,25.0635,25.1211,0
pt,25.0556,24.3112,0
pt,25.0477,23.5013,0
pt,25.0396,22.6913,0
pt,25.0314,21.8814,0
pt,25.0231,21.0714,0
pt,25.0146,20.2615,0
pt,25.0061,19.4516,0
pt,24.9975,18.6416,0
pt,24.9888,17.8317,0
pt,24.98,17.0218,0
pt,24.9711,16.2118,0
pt,24.9621,15.4019,0
pt,24.9531,14.5919,0
pt,24.944,13.782,0
pt,24.9348,12.9721,0
pt,24.9255,12.1621,0
pt,24.9162,11.3522,0
pt,24.9069,10.5422,0
pt,24.8974,9.73231,0
pt,24.888,8.92238,0
pt,24.8784,8.11244,0
pt,24.8689,7.3025,0
pt,24.8593,6.49257,0
pt,24.8497,5.68263,0
pt,24.84,4.87269,0
pt,24.8303,4.06276,0
pt,24.8206,3.25282,0
pt,24.8109,2.44288,0
pt,24.8012,1.63295,0
pt,24.7915,0.823011,0
pt,24.7817,0.0130752,0
