-18.98614016,0.725590799,0
-19,0,0
-18.94810226,1.403360492,0
-18.88123028,2.121118409,0
-18.77208284,2.934093703,0
-18.60787901,3.840161306,0
-18.44351663,4.564722808,0
-18.27965827,5.182093555,0
-18.10079824,5.775907108,0
-17.83026551,6.563659936,0
-17.57246601,7.22554069,0
-17.29275082,7.871516304,0
-16.97815592,8.528905053,0
-16.52472547,9.377283629,0
-16.01979413,10.21597749,0
-15.56162198,10.90118899,0
-15.1395153,11.48020367,0
-14.52772064,12.24521674,0
-13.89455439,12.95921905,0
-13.25675718,13.61096577,0
-12.51110415,14.29938016,0
-11.78854807,14.90067564,0
-11.14114669,15.39073911,0
-10.18301996,16.04076384,0
-9.517613607,16.44430087,0
-8.80817458,16.83496542,0
-7.983924983,17.24114097,0
-7.102557287,17.6225333,0
-6.169201331,17.970558,0
-5.183160831,18.27935567,0
-3.918026158,18.59163982,0
-3.00461203,18.76092499,0
-2.088391762,18.88487807,0
-0.899079113,18.97871589,0
0.873093643,18.97992907,0
1.92169274,18.90256853,0
2.888638748,18.77913114,0
3.924985371,18.59017186,0
4.69229078,18.41147488,0
5.595659312,18.15732901,0
6.485527924,17.85883332,0
7.372046444,17.51150854,0
8.345723688,17.06894537,0
9.517613607,16.44430087,0
10.18301996,16.04076384,0
10.80302686,15.62992677,0
11.50749252,15.11878355,0
12.20539859,14.5611897,0
12.84425282,14.00089888,0
13.52914508,13.34024863,0
14.13504682,12.69647397,0
14.86234965,11.83683077,0
15.56162198,10.90118899,0
16.01979413,10.21597749,0
16.70281922,9.056259173,0
17.14253659,8.193499817,0
17.57246601,7.22554069,0
17.83026551,6.563659936,0
18.27965827,5.182093555,0
18.44351663,4.564722808,0
18.60787901,3.840161306,0
18.77208284,2.934093703,0
18.88123028,2.121118409,0
18.94810226,1.403360492,0
18.98614016,0.725590799,0
19,-0.658625443,0
19,0,0
19,-2.142619319,0
19,-2.860680872,0
19,-3.722354735,0
19,-4.631899369,0
19,-5.876539394,0
19,-6.929696338,0
19,-7.887111742,0
19,-9.083880997,0
19,-10,0
