product_code,1234
pt,240.72,773.062,0
pt,239.863,773.399,0
pt,239.007,773.737,0
pt,238.15,774.076,0
pt,237.294,774.415,0
pt,236.439,774.755,0
pt,235.583,775.096,0
pt,234.728,775.438,0
pt,233.874,775.782,0
pt,233.021,776.128,0
pt,232.168,776.476,0
pt,231.317,776.826,0
pt,230.466,777.179,0
pt,229.616,777.534,0
pt,228.768,777.892,0
pt,227.921,778.253,0
pt,227.075,778.618,0
pt,226.197,779.02,0
pt,225.675,779.272,0
pt,225.102,779.555,0
pt,224.483,779.868,0
pt,223.821,780.207,0
pt,223.122,780.571,0
pt,222.388,780.957,0
pt,221.624,781.364,0
pt,220.835,781.788,0
pt,220.023,782.228,0
pt,219.194,782.681,0
pt,218.351,783.145,0
pt,217.498,783.618,0
pt,216.64,784.098,0
pt,215.78,784.582,0
pt,214.923,785.068,0
pt,214.072,785.554,0
pt,213.232,786.038,0
pt,212.407,786.517,0
pt,211.601,786.99,0
pt,210.817,787.453,0
pt,210.061,787.905,0
pt,209.336,788.344,0
pt,208.645,788.767,0
pt,207.994,789.171,0
pt,207.387,789.556,0
pt,206.826,789.918,0
pt,206.317,790.255,0
pt,205.864,790.565,0
pt,205.14,791.096,0
pt,204.427,791.684,0
pt,203.96,792.086,0
pt,203.426,792.553,0
pt,202.831,793.08,0
pt,202.179,793.662,0
pt,201.476,794.293,0
pt,201.107,794.625,0
pt,200.727,794.968,0
pt,200.337,795.321,0
pt,199.938,795.683,0
pt,199.53,796.054,0
pt,199.114,796.432,0
pt,198.69,796.818,0
pt,198.259,797.21,0
pt,197.823,797.608,0
pt,197.381,798.012,0
pt,196.934,798.42,0
pt,196.482,798.832,0
pt,196.028,799.248,0
pt,195.57,799.666,0
pt,195.111,800.087,0
pt,194.649,800.509,0
pt,194.187,800.932,0
pt,193.725,801.355,0
pt,193.263,801.777,0
pt,192.802,802.199,0
pt,192.343,802.618,0
pt,191.887,803.036,0
pt,191.433,803.45,0
pt,190.984,803.861,0
pt,190.538,804.267,0
pt,190.098,804.668,0
pt,189.664,805.064,0
pt,189.236,805.454,0
pt,188.815,805.836,0
pt,188.401,806.212,0
pt,187.996,806.578,0
pt,187.6,806.937,0
pt,187.214,807.285,0
pt,186.838,807.624,0
pt,186.12,808.268,0
pt,185.452,808.865,0
pt,184.838,809.408,0
pt,184.284,809.892,0
pt,183.795,810.314,0
pt,183.377,810.666,0
pt,182.773,811.145,0
pt,182.058,811.652,0
pt,181.333,812.145,0
pt,180.597,812.622,0
pt,179.852,813.082,0
pt,179.095,813.524,0
pt,178.329,813.948,0
pt,177.552,814.351,0
pt,176.764,814.733,0
pt,176.048,815.057,0
pt,175.324,815.363,0
pt,174.593,815.652,0
pt,173.855,815.924,0
pt,173.111,816.18,0
pt,172.361,816.42,0
pt,171.606,816.644,0
pt,170.847,816.854,0
pt,170.317,816.967,0
pt,169.594,817.08,0
pt,168.704,817.192,0
pt,168.204,817.246,0
pt,167.672,817.299,0
pt,167.111,817.351,0
pt,166.524,817.401,0
pt,165.915,817.45,0
pt,165.286,817.496,0
pt,164.641,817.541,0
pt,163.982,817.583,0
pt,163.314,817.622,0
pt,162.639,817.659,0
pt,161.961,817.693,0
pt,161.283,817.724,0
pt,160.607,817.751,0
pt,159.938,817.775,0
pt,159.278,817.794,0
pt,158.63,817.81,0
pt,157.998,817.822,0
pt,157.386,817.829,0
pt,156.795,817.832,0
pt,156.229,817.829,0
pt,155.692,817.822,0
pt,155.187,817.81,0
pt,154.284,817.768,0
pt,153.547,817.703,0
pt,152.666,817.594,0
pt,151.787,817.476,0
pt,150.91,817.35,0
pt,150.034,817.216,0
pt,149.159,817.074,0
pt,148.286,816.925,0
pt,147.414,816.769,0
pt,146.543,816.606,0
pt,145.674,816.437,0
pt,144.807,816.261,0
pt,143.94,816.078,0
pt,143.075,815.89,0
pt,142.211,815.696,0
pt,141.348,815.497,0
pt,140.486,815.293,0
pt,139.626,815.083,0
pt,138.677,814.846,0
pt,137.729,814.603,0
pt,136.782,814.355,0
pt,135.838,814.101,0
pt,134.894,813.841,0
pt,133.952,813.575,0
pt,133.012,813.303,0
pt,132.074,813.026,0
pt,131.137,812.743,0
pt,130.202,812.454,0
pt,129.269,812.16,0
pt,128.338,811.86,0
pt,127.409,811.554,0
pt,126.481,811.243,0
pt,125.556,810.925,0
pt,124.632,810.603,0
pt,124.096,810.412,0
pt,123.561,810.22,0
pt,123.026,810.026,0
pt,122.492,809.83,0
pt,121.959,809.633,0
pt,121.426,809.433,0
pt,120.894,809.232,0
pt,120.363,809.029,0
pt,119.832,808.825,0
pt,119.301,808.619,0
pt,118.772,808.412,0
pt,118.243,808.203,0
pt,117.714,807.992,0
pt,117.186,807.78,0
pt,116.659,807.567,0
pt,116.132,807.353,0
pt,115.606,807.137,0
pt,115.08,806.919,0
pt,114.554,806.701,0
pt,114.03,806.481,0
pt,113.505,806.261,0
pt,112.981,806.039,0
pt,112.458,805.816,0
pt,111.935,805.591,0
pt,111.412,805.366,0
pt,110.89,805.14,0
pt,110.368,804.913,0
pt,109.847,804.685,0
pt,109.326,804.456,0
pt,108.805,804.227,0
pt,108.285,803.996,0
pt,107.765,803.765,0
pt,107.161,803.495,0
pt,106.558,803.224,0
pt,105.955,802.953,0
pt,105.352,802.68,0
pt,104.75,802.406,0
pt,104.148,802.132,0
pt,103.547,801.856,0
pt,102.947,801.579,0
pt,102.347,801.301,0
pt,101.747,801.022,0
pt,101.148,800.742,0
pt,100.55,800.461,0
pt,99.9518,800.179,0
pt,99.3544,799.896,0
pt,98.7575,799.611,0
pt,98.1611,799.326,0
pt,97.5653,799.039,0
pt,96.9701,798.751,0
pt,96.3754,798.462,0
pt,95.7813,798.172,0
pt,95.1878,797.881,0
pt,94.5949,797.588,0
pt,94.0025,797.295,0
pt,93.4108,797,0
pt,92.8196,796.704,0
pt,92.2291,796.407,0
pt,91.6391,796.108,0
pt,91.0498,795.808,0
pt,90.4611,795.507,0
pt,89.873,795.205,0
pt,89.2856,794.902,0
pt,88.6988,794.597,0
pt,88.0377,794.236,0
pt,87.2153,793.761,0
pt,86.7471,793.482,0
pt,86.2428,793.178,0
pt,85.7038,792.849,0
pt,85.1315,792.495,0
pt,84.5272,792.119,0
pt,83.8924,791.72,0
pt,83.2285,791.301,0
pt,82.5368,790.861,0
pt,81.8187,790.402,0
pt,81.0757,789.924,0
pt,80.3091,789.429,0
pt,79.5204,788.918,0
pt,78.7109,788.391,0
pt,77.882,787.849,0
pt,77.4607,787.574,0
pt,77.0351,787.294,0
pt,76.6054,787.012,0
pt,76.1717,786.727,0
pt,75.7342,786.439,0
pt,75.2931,786.147,0
pt,74.8485,785.854,0
pt,74.4006,785.557,0
pt,73.9497,785.258,0
pt,73.4958,784.957,0
pt,73.0392,784.654,0
pt,72.58,784.349,0
pt,72.1184,784.041,0
pt,71.6546,783.732,0
pt,71.1887,783.421,0
pt,70.7209,783.108,0
pt,70.2515,782.794,0
pt,69.7805,782.478,0
pt,69.3081,782.162,0
pt,68.8346,781.844,0
pt,68.3601,781.525,0
pt,67.8847,781.205,0
pt,67.4087,780.884,0
pt,66.9322,780.562,0
pt,66.4554,780.24,0
pt,65.9784,779.918,0
pt,65.5015,779.595,0
pt,65.0248,779.272,0
pt,64.5485,778.949,0
pt,64.0728,778.626,0
pt,63.5978,778.304,0
pt,63.1237,777.981,0
pt,62.6507,777.659,0
pt,62.179,777.337,0
pt,61.7087,777.016,0
pt,61.24,776.696,0
pt,60.7731,776.376,0
pt,60.3081,776.058,0
pt,59.8453,775.741,0
pt,59.3848,775.424,0
pt,58.9268,775.11,0
pt,58.4714,774.796,0
pt,58.0189,774.484,0
pt,57.5694,774.174,0
pt,57.123,773.866,0
pt,56.68,773.56,0
pt,56.2406,773.255,0
pt,55.8048,772.953,0
pt,55.3729,772.653,0
pt,54.9451,772.356,0
pt,54.5215,772.061,0
pt,54.1023,771.768,0
pt,53.6877,771.479,0
pt,53.2778,771.192,0
pt,52.4731,770.628,0
pt,51.6894,770.076,0
pt,50.9282,769.539,0
pt,50.1908,769.016,0
pt,49.4788,768.509,0
pt,48.7934,768.018,0
pt,48.1362,767.546,0
pt,47.5083,767.092,0
pt,46.9114,766.657,0
pt,46.3467,766.243,0
pt,45.8157,765.85,0
pt,45.3197,765.48,0
pt,44.8601,765.133,0
pt,44.4384,764.81,0
pt,44.056,764.513,0
pt,43.4143,763.997,0
pt,42.9464,763.594,0
pt,42.5585,763.233,0
pt,42.1187,762.811,0
pt,41.6308,762.333,0
pt,41.0982,761.801,0
pt,40.5248,761.221,0
pt,39.9142,760.596,0
pt,39.27,759.931,0
pt,38.5959,759.228,0
pt,38.2488,758.865,0
pt,37.8956,758.493,0
pt,37.5368,758.115,0
pt,37.1728,757.73,0
pt,36.804,757.339,0
pt,36.431,756.942,0
pt,36.0542,756.539,0
pt,35.674,756.133,0
pt,35.291,755.722,0
pt,34.9055,755.307,0
pt,34.5181,754.889,0
pt,34.1291,754.469,0
pt,33.7391,754.046,0
pt,33.3485,753.622,0
pt,32.9577,753.196,0
pt,32.5673,752.77,0
pt,32.1776,752.344,0
pt,31.7892,751.918,0
pt,31.4025,751.493,0
pt,31.0179,751.069,0
pt,30.6359,750.647,0
pt,30.257,750.227,0
pt,29.8816,749.811,0
pt,29.5103,749.397,0
pt,29.1433,748.988,0
pt,28.7813,748.583,0
pt,28.4246,748.182,0
pt,28.0737,747.787,0
pt,27.7291,747.398,0
pt,27.3913,747.015,0
pt,26.7376,746.271,0
pt,26.1164,745.558,0
pt,25.5313,744.88,0
pt,24.9859,744.242,0
pt,24.484,743.647,0
pt,24.0292,743.1,0
pt,23.6251,742.604,0
pt,23.2755,742.164,0
pt,22.984,741.783,0
pt,22.7269,741.354,0
pt,22.4239,740.702,0
pt,22.0781,739.84,0
pt,21.8902,739.336,0
pt,21.6928,738.785,0
pt,21.4863,738.189,0
pt,21.2711,737.55,0
pt,21.0476,736.869,0
pt,20.8162,736.15,0
pt,20.5774,735.392,0
pt,20.3314,734.6,0
pt,20.0787,733.773,0
pt,19.8198,732.914,0
pt,19.5549,732.025,0
pt,19.2845,731.108,0
pt,19.009,730.165,0
pt,18.8695,729.684,0
pt,18.7289,729.197,0
pt,18.5871,728.704,0
pt,18.4444,728.206,0
pt,18.3007,727.702,0
pt,18.156,727.194,0
pt,18.0105,726.681,0
pt,17.8641,726.163,0
pt,17.7169,725.641,0
pt,17.5691,725.115,0
pt,17.4205,724.585,0
pt,17.2714,724.051,0
pt,17.1216,723.514,0
pt,16.9713,722.974,0
pt,16.8206,722.431,0
pt,16.6694,721.885,0
pt,16.5178,721.337,0
pt,16.3659,720.786,0
pt,16.2137,720.233,0
pt,16.0613,719.679,0
pt,15.9087,719.123,0
pt,15.756,718.566,0
pt,15.6032,718.008,0
pt,15.4504,717.449,0
pt,15.2976,716.889,0
pt,15.1449,716.329,0
pt,14.9922,715.768,0
pt,14.8398,715.208,0
pt,14.6876,714.648,0
pt,14.5356,714.088,0
pt,14.384,713.53,0
pt,14.2327,712.972,0
pt,14.0818,712.415,0
pt,13.9315,711.86,0
pt,13.7816,711.307,0
pt,13.6323,710.755,0
pt,13.4836,710.206,0
pt,13.3356,709.659,0
pt,13.1883,709.114,0
pt,13.0418,708.573,0
pt,12.8961,708.034,0
pt,12.7512,707.499,0
pt,12.6073,706.967,0
pt,12.4643,706.439,0
pt,12.3224,705.915,0
pt,12.1815,705.395,0
pt,12.0418,704.88,0
pt,11.9032,704.369,0
pt,11.7658,703.863,0
pt,11.6297,703.362,0
pt,11.4949,702.867,0
pt,11.3614,702.377,0
pt,11.0989,701.415,0
pt,10.8424,700.478,0
pt,10.5923,699.568,0
pt,10.3491,698.687,0
pt,10.1132,697.837,0
pt,9.88489,697.019,0
pt,9.66466,696.235,0
pt,9.45288,695.487,0
pt,9.24995,694.778,0
pt,9.05627,694.108,0
pt,8.87224,693.48,0
pt,8.69825,692.895,0
pt,8.53471,692.356,0
pt,8.24056,691.421,0
pt,7.99297,690.689,0
pt,7.79513,690.176,0
pt,7.61625,689.672,0
pt,7.42353,688.965,0
pt,7.21837,688.067,0
pt,7.11156,687.551,0
pt,7.00216,686.992,0
pt,6.89033,686.392,0
pt,6.77627,685.752,0
pt,6.66013,685.074,0
pt,6.5421,684.36,0
pt,6.42234,683.611,0
pt,6.30104,682.829,0
pt,6.17835,682.016,0
pt,6.05447,681.172,0
pt,5.92955,680.3,0
pt,5.80378,679.401,0
pt,5.67733,678.477,0
pt,5.55036,677.53,0
pt,5.42307,676.56,0
pt,5.29561,675.57,0
pt,5.23187,675.068,0
pt,5.16816,674.562,0
pt,5.10449,674.051,0
pt,5.04089,673.536,0
pt,4.97738,673.017,0
pt,4.91398,672.494,0
pt,4.85072,671.968,0
pt,4.78761,671.439,0
pt,4.72468,670.906,0
pt,4.66194,670.371,0
pt,4.59942,669.833,0
pt,4.53715,669.292,0
pt,4.47514,668.75,0
pt,4.41341,668.205,0
pt,4.35199,667.658,0
pt,4.2909,667.109,0
pt,4.23015,666.559,0
pt,4.16978,666.008,0
pt,4.1098,665.455,0
pt,4.05024,664.902,0
pt,3.99111,664.348,0
pt,3.93245,663.793,0
pt,3.87426,663.239,0
pt,3.81657,662.684,0
pt,3.75941,662.129,0
pt,3.70279,661.574,0
pt,3.64673,661.02,0
pt,3.59127,660.467,0
pt,3.53642,659.914,0
pt,3.48219,659.363,0
pt,3.42862,658.813,0
pt,3.37573,658.264,0
pt,3.32353,657.718,0
pt,3.27205,657.173,0
pt,3.22131,656.63,0
pt,3.17134,656.089,0
pt,3.12214,655.551,0
pt,3.07376,655.016,0
pt,3.02619,654.484,0
pt,2.97948,653.954,0
pt,2.93364,653.428,0
pt,2.88869,652.906,0
pt,2.84465,652.387,0
pt,2.80155,651.872,0
pt,2.7594,651.361,0
pt,2.71823,650.855,0
pt,2.67807,650.353,0
pt,2.63892,649.855,0
pt,2.56379,648.876,0
pt,2.493,647.917,0
pt,2.42673,646.981,0
pt,2.36516,646.07,0
pt,2.30846,645.185,0
pt,2.2568,644.327,0
pt,2.21035,643.498,0
pt,2.16929,642.7,0
pt,2.1338,641.935,0
pt,2.10404,641.204,0
pt,2.08019,640.508,0
pt,2.06243,639.849,0
pt,2.05092,639.23,0
pt,2.04584,638.65,0
pt,2.04736,638.113,0
pt,2.05566,637.619,0
pt,2.09329,636.769,0
pt,2.15145,635.93,0
pt,2.2105,635.091,0
pt,2.27042,634.252,0
pt,2.3312,633.413,0
pt,2.39281,632.574,0
pt,2.45526,631.735,0
pt,2.51852,630.897,0
pt,2.58259,630.058,0
pt,2.64744,629.219,0
pt,2.71306,628.381,0
pt,2.77944,627.542,0
pt,2.84657,626.704,0
pt,2.91444,625.866,0
pt,2.98302,625.027,0
pt,3.0523,624.189,0
pt,3.12228,623.351,0
pt,3.19294,622.513,0
pt,3.26425,621.675,0
pt,3.33622,620.837,0
pt,3.40883,619.999,0
pt,3.48205,619.161,0
pt,3.55589,618.323,0
pt,3.63032,617.486,0
pt,3.70532,616.648,0
pt,3.7809,615.81,0
pt,3.85703,614.973,0
pt,3.9337,614.135,0
pt,4.0109,613.298,0
pt,4.08861,612.46,0
pt,4.16681,611.623,0
pt,4.2455,610.785,0
pt,4.32466,609.948,0
pt,4.38094,609.356,0
pt,4.43744,608.764,0
pt,4.49416,608.171,0
